OCLC #,Title,Author,Language,Item type,Publication,Publisher,Year,Database,Notes,Added date
97269158,"Interview - Professor Owen Gingerich, Harvard-Smithsonian Center for Astrophysics",,English,artchap_artcl,"Astronomy. 32, no. 5, (2004): 22","Milwaukee, Wis. : AstroMedia Corp.,",2004.0,,,2012-08-24 07:18
45390924,Galactic Supernova Remnants (SNRs): Summary X-Ray Data,,English,book_digital,,,,,,2012-08-24 07:18
463252360,Space for women : perspectives on careers in science.,Harvard University. Center for Astrophysics.; Radcliffe College.; Smithsonian Institution.;,English,book,,"Washington, D.C. : Smithsonian Institution",1975.0,,,2012-08-24 07:18
49588523,Smithsonian Astrophysical Observatory,Smithsonian Astrophysical Observatory.; Harvard College Observatory.; Harvard-Smithsonian Center for Astrophysics.;,English,book_digital,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",2001.0,,,2012-08-24 07:18
45378313,Chandra Finds A Cool Black Hole at the Heart of the Andromeda Galaxy,,English,book_digital,,,,,,2012-08-24 07:18
53291499,The NASA astrophysics data system : overview,M  J Kurtz; Harvard-Smithsonian Center for Astrophysics.; Harvard College Observatory.; Smithsonian Astrophysical Observatory.; et al,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:18
50080128,CHANDRA: The Man Behind the Name,,English,book_digital,,,,,,2012-08-24 07:18
49423844,Chandra Associates Pulsar and Historic Supernova.,,English,book_digital,,,,,,2012-08-24 07:18
45390940,High-Z Supernovae (SN) Search,,English,book_digital,,,,,,2012-08-24 07:18
48380353,AXAF Science Center : science mission operations plan,Smithsonian Astrophysical Observatory.; George C. Marshall Space Flight Center.; Harvard-Smithsonian Center for Astrophysics. AXAF Science Center.;,English,book,,"Cambridge, Mass. : Smithsonian Institution Astrophysical Observatory",1993.0,,,2012-08-24 07:18
53291516,The NASA astrophysics data system : architecture,A Accomazzi; Harvard-Smithsonian Center for Astrophysics.; Harvard College Observatory.; et al,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:18
302392773,IYA Resources from the Harvard-Smithsonian Center for Astrophysics,E L Reinfeld; M E Dussault; S J Steel; R R Gould; M Schnepps,English,artchap_artcl,"ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES, 400, (2008): 285-287",,2008.0,,,2012-08-24 07:18
53291510,The NASA astrophysics data system : the search engine and its user interface,G Eichhorn; Harvard-Smithsonian Center for Astrophysics.; Smithsonian Astrophysical Observatory.; Harvard College Observatory.; et al,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",2000.0,,,2012-08-24 07:18
4437126337,Analysis of extreme-ultraviolet observations of a polar coronal hole,J T Mariska; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v225:1 (1978 Oct 01): 252-258,,1978.0,,,2012-08-24 07:17
586002590,"Essential science for teachers, life science : an eight-part professional development course for K-6 science teachers",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.; Harvard University.;,English,book,,"S. Burlington, Vt. : Annenberg/CPB",2004.0,,,2012-08-24 07:17
715311923,Harvard-Smithsonian Center for Astrophysics preprint series.,"Smithsonian Astrophysical Observatory (Cambridge, Mass.);",English,jrnl,,Cambridge Mass. : Harvard-Smithsonian Center for Astrophysics.,,,,2012-08-24 07:17
4433095303,"Appearance, number, and history of highly compact binary systems in globular clusters",J H Krolik; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v282:2 (1984 Jul 15): 452-465,,1984.0,,,2012-08-24 07:17
232381125,"Astrophysics of planetary systems : third Harvard-Smithsonian Conference on Theoretical Astrophysics, May 17-May 20, 2004",Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,,,,,2012-08-24 07:17
300478556,NASA astrophysics data system,Harvard-Smithsonian Center for Astrophysics.; États-Unis. National Aeronautics and Space Administration.;,English,book_digital,,"[Washington, D.C.] : Cambridge, Mass. : NASA ; Harvard-Smithsonian Center for Astrophysics",199?,,,2012-08-24 07:17
4435276077,Nonaxisymmetric baroclinic instability in thin accretion disks,W Cabot; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v277:2 (1984 Feb 15): 806-812,,1984.0,,,2012-08-24 07:17
4433992498,Rapid oscillations in cataclysmic variables. VI. Periodicities in erupting dwarf novae,J Patterson; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,"Astrophys. J., Suppl. Ser. v45:3 (1981 Mar 01): 517-539",,1981.0,,,2012-08-24 07:17
49973839,"Harvard-Smithsonian Center for Astrophysics, the history of astronomy in America online : roll film scanning project.","Preservation Resources (Bethlehem, Pa.); Harvard-Smithsonian Center for Astrophysics.;",English,book,,"Bethlehem, PA : Preservation Resources",2001.0,,,2012-08-24 07:17
232381033,The first Harvard-Smithsonian Conference on Theoretical Astrophysics : the first generation of cosmic structures,Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,,,,,2012-08-24 07:17
42924921,Preprint abstracts,Harvard-Smithsonian Center for Astrophysics.,English,jrnl,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics.",,,,2012-08-24 07:17
57737949,The first Harvard-Smithsonian Conference on Theoretical Astrophysics : the first generation of cosmic structures,Harvard-Smithsonian Center for Astrophysics.;,English,audiobook_cassette,,,,,,2012-08-24 07:17
52587024,Principles for principals : individual program descriptions.,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:17
756219582,"Second Cambridge Workshop on Cool Stars, Stellar Systems, and the Sun : 21-23 October 1981, Harvard-Smithsonian Center for Astrophysics, Cambridge, MA 02138",M  S Giampapa; L Golub; Smithsonian Institution.;,English,book,,"[Cambridge, Mass. : Smithsonian Institution]",1982.0,,,2012-08-24 07:17
70143619,"Science in focus : Energy. / workshop 4, Energy in cycles",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
232380950,Principles for in the line of fire : the challenges of authentic leadership,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Project.;,English,video_vhs,,"[Cambridge, Mass.] : Science Media Group, Harvard-Smithsonian Center for Astrophysics ; [Providence, R.I.] : Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:17
70143620,"Science in focus : Energy. / workshop 6, Energy and systems",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
439296564,Fun in the sun : introduction to the sun activities,Harvard-Smithsonian Center for Astrophysics. High Energy Astrophysics Division.;,English,compfile_digital,,[S.l. : s.n,199-,,,2012-08-24 07:17
70143612,"Science in focus : Energy. / workshop 1, What is energy?",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
70143609,"Science in focus : Energy. / workshop 5, Energy in food",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
70259703,"Library and Information Services in Astronomy V (LISA V) : common challenges, uncommon solutions; program and abstracts [of a conference held June 18-21, 2006 at Cambridge, Massachusetts, USA]",Harvard-Smithsonian Center for Astrophysics. John G. Wolbach Library.; Massachusetts Institute of Technology. Libraries.;,English,book,,"Cambridge, MA: John G. Wolbach Library, Harvard-Smithsonian Center for Astrophysics in partnership with the MIT Libraries",2006.0,,,2012-08-24 07:17
76975257,"Correspondence and other records from the Administrative Officer of the Observatory, 1953-1985 (inclusive).",Harvard College Observatory.,English,book,,,,,,2012-08-24 07:17
606442181,The private universe project,Harvard-Smithsonian Center for Astrophysics. Science Education Dept.; Science Media Group.; Magic Lantern (Firm);,English,video_vhs,,"Oakville, Ont. : Magic Lantern [distributor]",1995.0,,,2012-08-24 07:17
232609029,Project STAR : Sun tracking hemisphere kit (for 10).,Harvard-Smithsonian Center for Astrophysics.;,English,kit,,"Sommerville, Mass : Learning Technologies, Inc",1990.0,,,2012-08-24 07:17
70143622,"Science in focus : Energy. / workshop 8, Understanding energy",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
636738543,"Space for women : perspectives on careers in science : derived from The Earth in the cosmos: space for women : a symposium for women on careers in astronomy, astrophysics, and earth and planetary sciences(Cambridge - Mass., October 1975)","Harvard-Smithsonian Center for Astrophysics (Cambridge, MA); Radcliffe College (Cambridge, MA); Smithsonian Institution (United States);",English,book,,"Cambridge - Mass, ca",1975.0,,,2012-08-24 07:17
70143621,"Science in focus : Energy. / workshop 7, Heat, work, and efficiency",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
796263848,Assessment in math and science Episodes 1-8 : what's the point?,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications (MCET); Annenberg/CPB Project.;,English,video_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1997.0,,,2012-08-24 07:17
70143616,"Science in focus : Energy. / workshop 3, Transfer and conversion of energy",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
70143614,"Science in focus : Energy. / workshop 2, Force and work",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:17
78291548,"Oral history interviews. Ground-based astronomy: Very Long Baseline Interferometry Consortium (VLBI), 1996-1997.","Bernard F Burke; Marshall H Cohen; Ivan Chompalov; Joel Genuth; Wesley Shrum; Joan Warnow-Blewett; Spencer R Weart; American Institute of Physics. Center for History of Physics. Study of Multi-Institutional Collaborations. Phase III: Ground-Based Astronomy, Materials Science, Heavy-Ion and Nuclear Physics, Medical Physics, and Computer-Mediated Collaborations.; Center for History of Physics (American Institute of Physics)",English,archv,"Oral history interviews. Phase III: Ground-based astronomy, materials science, heavy-ion and nuclear physics, medical physics, and computer-mediated collaborations, 1996-1997.",,1997.0,,,2012-08-24 07:17
78729810,"Oral history interviews. Ground-based astronomy: Three Millimeter Very Long Baseline Interferometry (3 MM VLBI), 1996-1997.","Donald C Backer; Ivan Chompalov; Joel Genuth; James M Moran; Anthony C  S Readhead; Wesley Shrum; Joan Warnow-Blewett; Spencer R Weart; American Institute of Physics. Center for History of Physics. Study of Multi-Institutional Collaborations. Phase III: Ground-Based Astronomy, Materials Science, Heavy-Ion and Nuclear Physics, Medical Physics, and Computer-Mediated Collaborations.; Center for History of Physics (American Institute of Physics)",English,archv,"Oral history interviews. Phase III: Ground-based astronomy, materials science, heavy-ion and nuclear physics, medical physics, and computer-mediated collaborations, 1996-1997.",,1997.0,,,2012-08-24 07:17
45378316,Chandra Discovers X-Ray Source at the Center of Our Galaxy,,English,book_digital,,,,,,2012-08-24 07:17
80633239,"Oral history interview with Harvey Tananbaum, 2002 June 24, 26.",Harvey D Tananbaum; Patrick McCray,English,archv,,,,,,2012-08-24 07:17
45387629,Chandra X-Ray Observatory Center,,English,book_digital,,,,,,2012-08-24 07:17
318716454,Results of Two Years of Hydrogen Maser Clock Operation at the U.S. Naval Observatory and Ongoing Research at the Harvard-Smithsonian Center for Astrophysics.,R  F Vessot; E  M Mattison; W  J Klepczynski; I  F Silvera; H  P Godfried; Jr  R  L Walsworth; NAVAL OBSERVATORY WASHINGTON DC.;,English,book,,"Ft. Belvoir : Defense Technical Information Center, DEC",1985.0,,,2012-08-24 07:17
79015785,"Oral history interview with Christopher McKee, 2002 July 29.",Christopher McKee; Patrick McCray,English,archv,,,,,,2012-08-24 07:17
45743510,Advanced Fiber Optic Echelle (AFOE): A Spectrograph for Precise Stellar Radial Velocity Measurements,,English,book_digital,,,,,,2012-08-24 07:17
78903385,"Papers, circa 1960-1992.",Riccardo Giacconi,English,archv,,,,,,2012-08-24 07:17
83426586,"Oral history interview with Margaret J. Geller, 2002 October 1.",Margaret J Geller; Patrick McCray,English,archv,,,,,,2012-08-24 07:17
49566015,History of X-ray Astronomy,,English,book_digital,,,,,,2012-08-24 07:17
79182097,Margaret J. Geller oral history interviews / 1989-1990.,Margaret J Geller; David H DeVorkin; Matthew H Schneps; Smithsonian Videohistory Program.,English,archv_digital,,,,,,2012-08-24 07:17
48428907,Eyes on the Sky Feet on the Ground: The Earth's Rotation,,English,book_digital,,,,,,2012-08-24 07:17
45390972,Supernova Intensive Study (SINS),,English,book_digital,,,,,,2012-08-24 07:17
45674180,Multiple Mirror Telescope (MMT),,English,book_digital,,,,,,2012-08-24 07:17
48429371,Eyes on the Sky Feet on the Ground: The Earth's Moon,,English,book_digital,,,,,,2012-08-24 07:17
48429370,Eyes on the Sky Feet on the Ground: The Solar System,,English,book_digital,,,,,,2012-08-24 07:17
48429368,Eyes in the Sky Feet on the Ground: Maps and Mapping,,English,book_digital,,,,,,2012-08-24 07:17
45684064,Chandra Science,,English,book_digital,,,,,,2012-08-24 07:17
48429366,Eyes on the Sky Feet on the Ground: Time and the Calendar,,English,book_digital,,,,,,2012-08-24 07:17
82381225,Harvard-Smithsonian center for astrophysics,Harvard-Smithsonian Center for Astrophysics,English,book_digital,,"[Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics]",,,,2012-08-24 07:16
21495090,Two astronomical anniversaries : HCO & SAO.,Owen Gingerich; Michael A Hoskin;,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1990.0,,,2012-08-24 07:16
52369589,Case studies in science education : individual program descriptions.,Nancy Finkelstein; Smithsonian Astrophysical Observatory.; Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:16
16527927,Future astronomy from space : a slide set,Astronomical Society of the Pacific.;,English,visual material,,"San Francisco, CA : The Society",1985.0,,,2012-08-24 07:16
29346372,Twenty-one activities concerning where we are in space and time : science teaching through its astronomical roots.,Project STAR.; Harvard-Smithsonian Center for Astrophysics.;,English,book,,"Cambridge, MA : Project STAR, Harvard-Smithsonian Center for Astrophysics",1990.0,,,2012-08-24 07:16
64440649,Anharmonic and Standing Dynamo Waves: Theory and Observation of Stellar Magnetic Activity,S Baliunas; P Frick; D Moss; E Popova; D Sokoloff; W Soon; HARVARD-SMITHSONIAN CENTER FOR ASTROPHYSICS CAMBRIDGE MA.;,English,book_digital,,Ft. Belvoir Defense Technical Information Center 29 APR,2005.0,,,2012-08-24 07:16
36702686,Astronomy,"Sallie Baliunas; Paul Hoffman; Unapix Entertainment, Inc.;",English,video_vhs,,New York : Unapix Consumer Products,1996.0,,,2012-08-24 07:16
44337306,Press Information Sheet: Comet C/1996 B2 (Hyakutake).,,English,book_digital,,Harvard-Smithsonian Center for Astrophysics (CfA).,,,,2012-08-24 07:16
47865923,The quantum universe,Sandra Wentworth Bradley;,English,video_vhs,,"Alexandria, Va. : PBS Video",1993.0,,,2012-08-24 07:16
48817386,SAO/NASA ADS astronomy query form,United States. National Aeronautics and Space Administration.; Harvard-Smithsonian Center for Astrophysics. Computational  Facility.;,English,web_digital,,[United States] : NASA,,,,2012-08-24 07:16
52718592,Chandra X-Ray Observatory,United States. National Aeronautics and Space Administration.; Harvard-Smithsonian Center for Astrophysics.;,English,intmm,,"[Cambridge, Mass.? : Harvard-Smithsonian Center for Astrophysics",2001.0,,,2012-08-24 07:16
52587025,Private universe project in mathematics : individual program descriptions.,Annenberg/CPB.;,English,book_digital,,,,,,2012-08-24 07:16
690667500,Exploring the X-ray universe,Frederick D Seward; Philip A Charles,English,book_digital,,New York : Cambridge University Press,2010.0,,,2012-08-24 07:16
34004109,The private universe : teacher workshop guide,Anneberg/CPB Math and Science Project.;,English,book,,"[Cambridge, MA] : Present and Fellows of Harvard College",1995.0,,,2012-08-24 07:16
221255993,The HEAO-B X-ray observatory summary of instrument performance and guest observer's guide,; et al,English,book,,[S.l. : s.n,1978.0,,,2012-08-24 07:16
57199257,Testing Einstein's universe : the Gravity Probe B Mission,Norbert Bartel; United States. National Aeronautics and Space Administration.; Stanford University.;,English,video_dvd,,[S.l. : s.n,2004.0,,,2012-08-24 07:16
52802123,Donald H. Menzel Centennial Symposium,"Owen Gingerich; Donald E Osterbrock; David H DeVorkin; David Layzer; Jay M Pasachoff; Thomas J Bogdan; Ruth P Liebowitz; Donald H. Menzel Centennial Symposium Cambridge, Mass.); et al",English,book,,"Cambridge, England : Science History Publications",2002.0,,,2012-08-24 07:16
247002227,"Cygnus A - study of radio galaxy : proceedings of the Greenbank workshop, held in Greenbank, West Virginia, May 1-4, 1995",Chris L Carilli;,English,book,,Cambridge [u.a.] : Cambridge Univ. Press,1996.0,,,2012-08-24 07:16
780911134,Journal of cosmology : astronomy - astrobiology - earth sciences - life.,,English,jrnl_digital,,"Cambridge (MA) : Department of Astronomy, Center for Astrophysics, Harvard-Smithsonian",2009.0,,,2012-08-24 07:16
287215671,Beyond the solar system : expanding the universe in the classroom.,,English,video_dvd,,"Washington, D.C. : Smithsonian Institution",2005.0,,,2012-08-24 07:16
45399835,Antarctic Submillimeter Telescope and Remote Observatory (AST/RO),,English,book_digital,,,,,,2012-08-24 07:16
254085868,"X-ray timing 2003 : Rossi and beyond ; Cambridge, Massachusetts, 3 - 5 November 2003 ; [proceedings of the meeting]",Philip Kaaret; Frederick K Lamb;,English,book,,"Melville, NY : American Inst. of Physics",2004.0,,,2012-08-24 07:16
74286359,The White Dwarf Luminosity Function from Sloan Digital Sky Survey Imaging Data,Hugh C Harris; Jeffrey A Munn; Mukremin Kilic; James Liebert; S  J Kleinman; T  S Metcalfe; Masataka Fukugita; G  R Knapp; J  A Smith; Donald P Schneider; NAVAL OBSERVATORY FLAGSTAFF AZ.;,English,book_digital,,Ft. Belvoir Defense Technical Information Center JAN,2006.0,,,2012-08-24 07:16
3598641,The fourth UHURU catalog of x-ray sources,Forman; et al,English,book,,"Cambridge, Mass. : Center for Astrophysics, Smithsonian Astrophysical Observatory / Harvard College Observatory",1977.0,,,2012-08-24 07:16
36684031,"Index of research scientists at the Harvard-Smithsonian Center for Astrophysics : a guide for graduate and undergraduate students in the Departments of Astronomy, Physics, Chemistry, and the Division of Applied Sciences.",Harvard-Smithsonian Center for Astrophysics.,English,book,,"[Cambridge, Mass.] : Harvard University, Dept. of Astronomy",1996.0,,,2012-08-24 07:16
439773869,CfA : Center for Astrophysics : exploring the universe,Harvard-Smithsonian Center for Astrophysics.;,English,compfile_digital,,[S.l. : s.n,199-,,,2012-08-24 07:16
228511424,"General information by and about the Harvard-Smithsonian Center for Astrophysics, 1973-",Harvard-Smithsonian Center for Astrophysics.,English,book,,,,,,2012-08-24 07:16
12345890,The Einstein (HEAO-2) X-Ray Observatory consortium observing program October 1979 - April 1981,Riccardo Giacconi; Frederick D Seward,English,book,,"[Cambridge, Ma.] : Harvard-Smithsonian Center for Astrophysics, December",1979.0,,,2012-08-24 07:16
83715532,High energy vision : the Chandra X-ray Observatory.,"Michelle Nichols; UCSD-TV (Television station : San Diego, Calif.); Chandra X-ray Center (U.S.);",English,video_vhs,,"[La Jolla, Calif.] : UCSD-TV ; [Cambridge, Mass.] : Harvard-Smithsonian Center for Astrophysics, Chandra X-ray Center",2000.0,,,2012-08-24 07:16
41498250,Multidisciplinary applications of laser-polarized noble gas magnetic resonance,"Ron Walsworth; University of California, Berkeley. Dept. of Physics.; University of California, Berkeley. Dept. of Chemistry.",English,video_vhs,,,,,,2012-08-24 07:16
50019046,Harvard-Smithsonian Center for Astrophysics (CfA) Postdoctoral Fellowships,,English,book_digital,,,,,,2012-08-24 07:16
45366290,Atomic and Molecular Physics Division at Harvard-Smithsonian Center for Astrophysics,,English,book_digital,,,,,,2012-08-24 07:16
76975788,"Telephone directories, 1962-1988 (inclusive).",Harvard-Smithsonian Center for Astrophysics.,English,book,,,,,,2012-08-24 07:16
123343483,Harvard-Smithsonian Center for Astrophysics,James Cornell;,English,book,,"[Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1990.0,,,2012-08-24 07:16
68742378,"Seeking other planetary systems : the role of stellar radial velocity measurements : a workshop held at the Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, Massachusetts 02138, July 12-14, 1992.",Harvard-Smithsonian Center for Astrophysics.;,English,book,,"[Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1992.0,,,2012-08-24 07:16
44306462,Harvard-Smithsonian Center for Astrophysics (CfA).,,English,book_digital,,Harvard-Smithsonian Center for Astrophysics.,,,,2012-08-24 07:16
44306064,"Harvard-Smithsonian Center for Astrophysics, Theoretical Astrophysics Group.",,English,book_digital,,Harvard-Smithsonian Center for Astrophysics.,,,,2012-08-24 07:16
45677787,"Harvard-Smithsonian Center for Astrophysics, Publications, Preprint Abstracts",,English,book_digital,,,,,,2012-08-24 07:16
44305432,Harvard-Smithsonian Center for Astrophysics: High Energy Astrophysics Division.,,English,book_digital,,,,,,2012-08-24 07:16
45393278,"John G. Wolbach Library and Information Resource Center, Harvard-Smithsonian Center for Astrophysics",,English,book_digital,,,,,,2012-08-24 07:16
29546713,Three centuries of astronomy : renovation and restoration of the historic Sears tower and great refractor to create a public education and information center at the Center for Astrophysics: a plan for action.,,English,book,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics",1992.0,,,2012-08-24 07:16
76972753,"Harvard University collection of reference materials relating to academic departments, research centers, laboratories, etc., ca. 1790-",,English,book,,,,,,2012-08-24 07:16
4434979214,Necessary condition for equilibrium in stellar systems with a continuous mass spectrum,E T Vishniac; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v223:3 (1978 Aug 01): 986-990,,1978.0,,,2012-08-24 07:16
45917644,Walsworth Group at the Harvard-Smithsonian Center for Astrophysics,,English,book_digital,,,,,,2012-08-24 07:16
43190204,CfA 25th anniversary,Harvard-Smithsonian Center for Astrophysics.;,English,video_vhs,,,,,,2012-08-24 07:16
4434468015,AB Initio spin-orbit coupling constants for potential exotic interstellar molecules,D L Cooper; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v265:2 (1983 Feb 15): 808-812,,1983.0,,,2012-08-24 07:16
715776684,"Preprint series / Center for Astrophysics, Harvard College Observatory, Smithsonian Astrophysical Observatory.","Smithsonian Astrophysical Observatory (Cambridge, Mass.);",English,jrnl,,Cambridge Mass. : Smithsonian Astrophysical Observatory.,,,,2012-08-24 07:16
4434897203,Possible consequences of gas accretion for the initial mass function of star clusters,G H Smith; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v293:1 (1985 Jun 01): 251-257,,1985.0,,,2012-08-24 07:16
43726515,Site-based courses for pre-service teachers,Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_vhs,,"Cambridge, MA : Harvard-Smithsonian Center for Astrophysics, Science Media Group",1999.0,,,2012-08-24 07:16
4436101467,Magnetorotational iron core collapse,E M D Symbalisty; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v285:2 (1984 Oct 15): 729-746,,1984.0,,,2012-08-24 07:16
4433581832,Bipolar ejection,A G W Cameron; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,"Astrophys. J., Lett. Ed. v299:2 (1985 Dec 15): l83-l86",,1985.0,,,2012-08-24 07:16
4434940874,Chemisputtering of interstellar graphite grains,B T Draine; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v230:1 (1979 May 15): 106-115,,1979.0,,,2012-08-24 07:16
4434632388,"Magnetic loops, downflows, and convection in the solar corona",P Foukal; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v223:3 (1978 Aug 01): 1046-1057,,1057.0,,,2012-08-24 07:16
4435348672,Statistics of the hubble diagram. II. The form of the luminosity function and density variations with application to quasars,E L Turner; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v231:3 (1979 Aug 01): 645-652,,1979.0,,,2012-08-24 07:16
4437156346,Radiative and other effects from internal waves in solar and stellar interiors,W H Press; Harvard-Smithsonian Center for Astrophysics; Harvard University and Department of Physics,English,artchap_artcl,Astrophys. J. v245:1 (1981 Apr 01): 286-303,,1981.0,,,2012-08-24 07:16
4433435135,Nonlinear effects on cosmological perturbations. II. The production of isothermal perturbations by a primordial sound spectrum,E T Vishniac; Harvard-Smithsonian Center for Astrophysics; Princeton University and Department of Astrophysical Sciences,English,artchap_artcl,Astrophys. J. v253:2 (1982 Feb 15): 457-469,,1982.0,,,2012-08-24 07:16
4433225382,Line profiles of T tauri stars: Clues to the nature of the mass flow,L Hartmann; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,"Astrophys. J., Suppl. Ser. v48:1 (1982 Jan 01): 109-126",,1982.0,,,2012-08-24 07:16
4436447256,The thermal phase of a large solar flare,G L Withbroe; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v225:2 (1978 Oct 15): 641-649,,1978.0,,,2012-08-24 07:16
4433622031,Optical analysis of dust complexes in spiral galaxies,D M Elmegreen; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,"Astrophys. J., Suppl. Ser. v43:1 (1980 May 01): 37-56",,1980.0,,,2012-08-24 07:16
4435271707,Energy distributions of Be stars in clusters,R E Schild; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,"Astrophys. J., Suppl. Ser. v37:1 (1978 May 01): 77-100",,1978.0,,,2012-08-24 07:16
4433584578,Statistics of the Hubble diagram. I. Determination of q/sub 2/ and luminosity evolution with application to quasars,E L Turner; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v230:2 (1979 Jun 01): 291-303,,1979.0,,,2012-08-24 07:16
4434632408,Collisional interaction of a beam of charged particles with a hydrogen target of arbitrary ionization level,A G Emslie; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v224:1 (1978 Aug 15): 241-246,,1978.0,,,2012-08-24 07:16
4433435141,Nonlinear effects on cosmological perturbations. I. The evolution of adiabatic perturbations,E T Vishniac; Harvard-Smithsonian Center for Astrophysics; Princeton University and Department of Astrophysical Sciences,English,artchap_artcl,Astrophys. J. v253:2 (1982 Feb 15): 446-456,,1982.0,,,2012-08-24 07:16
4433069762,Evolution of the optical spectrum of HM sagittae: 1977--1982,J R Stauffer; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v280:2 (1984 May 15): 695-711,,1984.0,,,2012-08-24 07:16
4433410998,Relativistic thermal plasmas: Pair processes and equilibria,A P Lightman; Harvard-Smithsonian Center for Astrophysics,English,artchap_artcl,Astrophys. J. v253:2 (1982 Feb 15): 842-858,,1982.0,,,2012-08-24 07:16
4434305971,Spectrophotometric classification of low-redshift quasars and active galactic nuclei,J E Steiner; Harvard-Smithsonian Center for Astrophysics; Universidade de Sao Paulo and IAG,English,artchap_artcl,Astrophys. J. v250:2 (1981 Nov 15): 469-477,,1981.0,,,2012-08-24 07:16
